Secteurs géographiques;Numéro du quartier;Nom du quartier;Nombre de pièces principales;Epoque de construction;Type de location;Loyers de référence;Loyers de référence majorés;Loyers de référence minorés;Année;Ville;Numéro INSEE du quartier
14;79;Père-Lachaise;2;1971-1990;meublé;21.0;25.2;14.7;2019;PARIS;7512079
2;34;Chaussée-d'Antin;1;1946-1970;meublé;35.9;43.1;25.1;2019;PARIS;7510934
10;42;Saint-Ambroise;3;1971-1990;non meublé;21.5;25.8;15.1;2019;PARIS;7511142
13;73;Villette;2;Apres 1990;non meublé;20.7;24.8;14.5;2019;PARIS;7511973
11;41;Folie-Méricourt;2;Apres 1990;meublé;27.2;32.6;19.0;2019;PARIS;7511141
11;48;Quinze-Vingts;1;Avant 1946;meublé;31.3;37.6;21.9;2019;PARIS;7511248
4;17;Saint-Victor;4;Avant 1946;meublé;28.7;34.44;20.09;2021;PARIS;7510517
13;78;Saint-Fargeau;3;Apres 1990;meublé;20.6;24.72;14.42;2021;PARIS;7512078
2;30;Faubourg-du-Roule;3;1971-1990;meublé;26.0;31.2;18.2;2021;PARIS;7510830
4;14;Saint-Gervais;3;Avant 1946;meublé;28.5;34.2;19.95;2021;PARIS;7510414
2;31;Madeleine;2;Apres 1990;meublé;30.5;36.6;21.35;2021;PARIS;7510831
1;25;Saint-Thomas-d'Aquin;1;Avant 1946;meublé;36.2;43.44;25.34;2021;PARIS;7510725
5;2;Halles;1;Avant 1946;meublé;33.3;39.96;23.31;2021;PARIS;7510102
5;33;Saint-Georges;4;1946-1970;meublé;24.1;28.92;16.87;2021;PARIS;7510933
9;46;Picpus;3;1946-1970;non meublé;18.4;22.08;12.88;2021;PARIS;7511246
4;10;Enfants-Rouges;3;Apres 1990;meublé;26.8;32.16;18.76;2021;PARIS;7510310
12;51;Maison-Blanche;4;Avant 1946;non meublé;19.5;23.4;13.65;2021;PARIS;7511351
10;55;Petit-Montrouge;1;Apres 1990;non meublé;29.2;35.04;20.44;2021;PARIS;7511455
3;63;Porte-Dauphine;2;1971-1990;non meublé;27.3;32.76;19.11;2021;PARIS;7511663
3;64;Chaillot;4;1946-1970;meublé;27.6;33.12;19.32;2021;PARIS;7511664
5;53;Montparnasse;1;1971-1990;non meublé;27.1;32.52;18.97;2021;PARIS;7511453
13;80;Charonne;1;1946-1970;non meublé;24.2;29.04;16.94;2021;PARIS;7512080
14;79;Père-Lachaise;4;Avant 1946;non meublé;19.8;23.76;13.86;2021;PARIS;7512079
9;69;Grandes-Carrières;4;1946-1970;non meublé;17.5;21.0;12.25;2021;PARIS;7511869
7;60;Javel 15Art;4;Apres 1990;meublé;26.7;32.04;18.69;2021;PARIS;7511560
13;78;Saint-Fargeau;4;1971-1990;meublé;16.2;19.44;11.34;2021;PARIS;7512078
11;71;Goutte-d'Or;3;Apres 1990;non meublé;21.4;25.68;14.98;2021;PARIS;7511871
13;80;Charonne;3;Apres 1990;non meublé;18.3;21.96;12.81;2021;PARIS;7512080
11;41;Folie-Méricourt;4;1971-1990;non meublé;20.7;24.84;14.49;2021;PARIS;7511141
11;43;Roquette;4;Avant 1946;non meublé;21.6;25.92;15.12;2021;PARIS;7511143
11;40;Hôpital-Saint-Louis;1;Avant 1946;non meublé;28.6;34.32;20.02;2021;PARIS;7511040
2;1;St-Germain-l'Auxerrois;3;Apres 1990;meublé;27.9;33.48;19.53;2021;PARIS;7510101
2;3;Palais-Royal;4;Avant 1946;non meublé;25.8;30.96;18.06;2021;PARIS;7510103
4;8;Bonne-Nouvelle;4;Avant 1946;non meublé;25.5;30.6;17.85;2021;PARIS;7510208
4;9;Arts-et-Metiers;1;Avant 1946;non meublé;31.5;37.8;22.05;2021;PARIS;7510309
4;17;Saint-Victor;4;Avant 1946;non meublé;25.5;30.6;17.85;2021;PARIS;7510517
11;41;Folie-Méricourt;1;1971-1990;non meublé;26.0;31.2;18.2;2021;PARIS;7511141
10;49;Salpêtrière;1;Avant 1946;non meublé;29.4;35.28;20.58;2021;PARIS;7511349
5;53;Montparnasse;2;1971-1990;non meublé;22.5;27.0;15.75;2021;PARIS;7511453
13;72;La Chapelle;3;1946-1970;meublé;18.9;22.68;13.23;2021;PARIS;7511872
14;76;Combat;3;Avant 1946;non meublé;20.2;24.2;14.1;2019;PARIS;7511976
5;36;Rochechouart;4;Apres 1990;meublé;23.3;28.0;16.3;2019;PARIS;7510936
9;70;Clignancourt;1;Apres 1990;meublé;27.0;32.4;18.9;2021;PARIS;7511870
13;50;Gare;2;Avant 1946;meublé;24.6;29.5;17.2;2019;PARIS;7511350
2;31;Madeleine;2;Avant 1946;meublé;31.5;37.8;22.1;2019;PARIS;7510831
8;57;Saint-Lambert;3;1946-1970;non meublé;19.4;23.3;13.6;2019;PARIS;7511557
5;52;Croulebarbe;4;1946-1970;non meublé;21.0;25.2;14.7;2019;PARIS;7511352
5;2;Halles;4;1971-1990;non meublé;22.0;26.4;15.4;2021;PARIS;7510102
2;3;Palais-Royal;4;Avant 1946;meublé;28.7;34.4;20.1;2019;PARIS;7510103
10;55;Petit-Montrouge;2;Apres 1990;meublé;27.7;33.2;19.4;2019;PARIS;7511455
4;6;Vivienne;1;Apres 1990;meublé;31.7;38.04;22.19;2021;PARIS;7510206
4;8;Bonne-Nouvelle;4;Avant 1946;meublé;28.0;33.6;19.6;2019;PARIS;7510208
13;73;Villette;3;1971-1990;meublé;19.1;22.92;13.37;2021;PARIS;7511973
13;50;Gare;1;1971-1990;meublé;24.0;28.8;16.8;2021;PARIS;7511350
2;34;Chaussée-d'Antin;3;1946-1970;meublé;24.8;29.76;17.36;2021;PARIS;7510934
9;46;Picpus;1;Apres 1990;non meublé;24.0;28.8;16.8;2021;PARIS;7511246
11;41;Folie-Méricourt;3;1946-1970;non meublé;19.2;23.04;13.44;2021;PARIS;7511141
2;29;Champs-Elysées;3;1946-1970;non meublé;22.0;26.4;15.4;2021;PARIS;7510829
12;51;Maison-Blanche;4;1946-1970;non meublé;19.3;23.16;13.51;2021;PARIS;7511351
4;12;Sainte-Avoie;1;Avant 1946;non meublé;31.5;37.8;22.05;2021;PARIS;7510312
4;14;Saint-Gervais;4;Apres 1990;non meublé;25.1;30.12;17.57;2021;PARIS;7510414
4;8;Bonne-Nouvelle;3;1946-1970;non meublé;21.9;26.28;15.33;2021;PARIS;7510208
11;54;Parc-de-Montsouris;3;1946-1970;meublé;21.6;25.92;15.12;2021;PARIS;7511454
4;12;Sainte-Avoie;4;Avant 1946;non meublé;25.5;30.6;17.85;2021;PARIS;7510312
11;40;Hôpital-Saint-Louis;1;1946-1970;meublé;27.7;33.24;19.39;2021;PARIS;7511040
5;36;Rochechouart;4;Avant 1946;non meublé;20.4;24.48;14.28;2021;PARIS;7510936
13;73;Villette;2;1946-1970;meublé;21.6;25.92;15.12;2021;PARIS;7511973
5;2;Halles;1;1946-1970;non meublé;28.2;33.84;19.74;2021;PARIS;7510102
2;1;St-Germain-l'Auxerrois;3;Avant 1946;non meublé;27.5;33.0;19.25;2021;PARIS;7510101
5;38;Porte-Saint-Denis;2;1946-1970;meublé;27.3;32.76;19.11;2021;PARIS;7511038
4;9;Arts-et-Metiers;3;1971-1990;meublé;27.5;33.0;19.25;2021;PARIS;7510309
10;49;Salpêtrière;3;Avant 1946;meublé;26.8;32.16;18.76;2021;PARIS;7511349
14;76;Combat;4;Apres 1990;meublé;24.0;28.8;16.8;2021;PARIS;7511976
4;19;Val-de-Grace;2;Apres 1990;meublé;27.2;32.64;19.04;2021;PARIS;7510519
2;16;Notre-Dame;3;1971-1990;meublé;26.0;31.2;18.2;2021;PARIS;7510416
3;32;Europe;2;1946-1970;meublé;29.6;35.52;20.72;2021;PARIS;7510832
13;74;Pont-de-Flandre;3;Apres 1990;meublé;20.6;24.72;14.42;2021;PARIS;7511974
9;69;Grandes-Carrières;3;Avant 1946;non meublé;21.9;26.28;15.33;2021;PARIS;7511869
5;35;Faubourg-Montmartre;4;Apres 1990;meublé;24.3;29.16;17.01;2021;PARIS;7510935
11;43;Roquette;4;1946-1970;non meublé;21.5;25.8;15.05;2021;PARIS;7511143
13;74;Pont-de-Flandre;4;Avant 1946;non meublé;20.4;24.48;14.28;2021;PARIS;7511974
1;27;Ecole-Militaire;3;Apres 1990;meublé;33.0;39.6;23.1;2021;PARIS;7510727
2;30;Faubourg-du-Roule;1;1946-1970;non meublé;31.5;37.8;22.05;2021;PARIS;7510830
9;70;Clignancourt;2;Apres 1990;meublé;26.9;32.28;18.83;2021;PARIS;7511870
14;47;Bercy;4;1971-1990;meublé;19.9;23.88;13.93;2021;PARIS;7511247
2;34;Chaussée-d'Antin;2;Apres 1990;meublé;30.5;36.6;21.35;2021;PARIS;7510934
9;70;Clignancourt;4;1971-1990;non meublé;19.0;22.8;13.3;2021;PARIS;7511870
2;34;Chaussée-d'Antin;3;Avant 1946;non meublé;27.5;33.0;19.25;2021;PARIS;7510934
2;31;Madeleine;2;1971-1990;non meublé;26.0;31.2;18.2;2021;PARIS;7510831
13;80;Charonne;4;1971-1990;non meublé;14.4;17.28;10.08;2021;PARIS;7512080
11;43;Roquette;3;1946-1970;non meublé;19.2;23.04;13.44;2021;PARIS;7511143
6;66;Plaine de Monceaux;1;Avant 1946;meublé;32.4;38.88;22.68;2021;PARIS;7511766
5;2;Halles;1;Apres 1990;meublé;32.3;38.76;22.61;2021;PARIS;7510102
2;3;Palais-Royal;2;Apres 1990;meublé;30.5;36.6;21.35;2021;PARIS;7510103
8;57;Saint-Lambert;3;Apres 1990;meublé;26.6;31.92;18.62;2021;PARIS;7511557
2;13;Saint-Merri;3;Apres 1990;non meublé;24.8;29.76;17.36;2021;PARIS;7510413
7;60;Javel 15Art;2;Avant 1946;meublé;27.5;33.0;19.25;2021;PARIS;7511560
11;54;Parc-de-Montsouris;4;1946-1970;non meublé;21.5;25.8;15.05;2021;PARIS;7511454
4;10;Enfants-Rouges;2;Avant 1946;meublé;31.6;37.92;22.12;2021;PARIS;7510310
3;32;Europe;4;Apres 1990;meublé;28.8;34.56;20.16;2021;PARIS;7510832
10;67;Batignolles;1;Avant 1946;meublé;33.1;39.72;23.17;2021;PARIS;7511767
11;68;Epinettes;4;Avant 1946;non meublé;21.6;25.92;15.12;2021;PARIS;7511768
2;3;Palais-Royal;1;1946-1970;non meublé;31.5;37.8;22.05;2021;PARIS;7510103
2;34;Chaussée-d'Antin;1;1946-1970;non meublé;31.5;37.8;22.05;2021;PARIS;7510934
9;69;Grandes-Carrières;4;1971-1990;non meublé;19.0;22.8;13.3;2021;PARIS;7511869
10;42;Saint-Ambroise;1;1946-1970;meublé;27.9;33.48;19.53;2021;PARIS;7511142
2;34;Chaussée-d'Antin;3;1971-1990;meublé;26.0;31.2;18.2;2021;PARIS;7510934
2;13;Saint-Merri;1;1946-1970;non meublé;31.5;37.8;22.05;2021;PARIS;7510413
9;70;Clignancourt;4;1946-1970;non meublé;17.5;21.0;12.25;2021;PARIS;7511870
11;41;Folie-Méricourt;2;1946-1970;meublé;25.7;30.84;17.99;2021;PARIS;7511141
14;45;Bel-Air;3;1971-1990;meublé;21.5;25.8;15.05;2021;PARIS;7511245
2;24;Saint-Germain-des-Prés;1;Avant 1946;non meublé;33.1;39.72;23.17;2021;PARIS;7510624
2;24;Saint-Germain-des-Prés;2;1946-1970;meublé;30.5;36.6;21.35;2021;PARIS;7510624
13;72;La Chapelle;1;1946-1970;meublé;27.2;32.64;19.04;2021;PARIS;7511872
5;35;Faubourg-Montmartre;1;Apres 1990;meublé;32.3;38.76;22.61;2021;PARIS;7510935
2;30;Faubourg-du-Roule;1;Apres 1990;meublé;37.2;44.64;26.04;2021;PARIS;7510830
4;17;Saint-Victor;4;1971-1990;non meublé;22.3;26.76;15.61;2021;PARIS;7510517
4;14;Saint-Gervais;3;1946-1970;meublé;24.6;29.52;17.22;2021;PARIS;7510414
14;47;Bercy;4;Avant 1946;non meublé;19.8;23.76;13.86;2021;PARIS;7511247
4;12;Sainte-Avoie;3;Apres 1990;non meublé;23.8;28.56;16.66;2021;PARIS;7510312
2;21;Monnaie;3;1946-1970;meublé;24.8;29.76;17.36;2021;PARIS;7510621
5;37;Saint-Vincent-de-Paul;2;1946-1970;meublé;27.3;32.76;19.11;2021;PARIS;7511037
2;34;Chaussée-d'Antin;1;Apres 1990;meublé;37.2;44.64;26.04;2021;PARIS;7510934
11;54;Parc-de-Montsouris;3;Apres 1990;non meublé;21.4;25.68;14.98;2021;PARIS;7511454
9;69;Grandes-Carrières;1;1946-1970;meublé;28.2;33.84;19.74;2021;PARIS;7511869
5;36;Rochechouart;2;Apres 1990;meublé;28.8;34.56;20.16;2021;PARIS;7510936
3;32;Europe;2;Avant 1946;non meublé;25.5;30.6;17.85;2021;PARIS;7510832
5;38;Porte-Saint-Denis;3;1946-1970;non meublé;20.0;24.0;14.0;2021;PARIS;7511038
2;34;Chaussée-d'Antin;1;Avant 1946;non meublé;33.1;39.72;23.17;2021;PARIS;7510934
11;54;Parc-de-Montsouris;4;Apres 1990;non meublé;19.7;23.64;13.79;2021;PARIS;7511454
13;50;Gare;3;1946-1970;non meublé;16.8;20.16;11.76;2021;PARIS;7511350
8;57;Saint-Lambert;2;1971-1990;non meublé;22.6;27.12;15.82;2021;PARIS;7511557
14;76;Combat;4;1946-1970;meublé;20.9;25.08;14.63;2021;PARIS;7511976
13;78;Saint-Fargeau;1;Avant 1946;meublé;29.7;35.64;20.79;2021;PARIS;7512078
13;78;Saint-Fargeau;2;Apres 1990;meublé;23.9;28.68;16.73;2021;PARIS;7512078
2;24;Saint-Germain-des-Prés;3;1971-1990;meublé;26.0;31.2;18.2;2021;PARIS;7510624
1;27;Ecole-Militaire;2;Apres 1990;non meublé;29.9;35.88;20.93;2021;PARIS;7510727
5;35;Faubourg-Montmartre;2;Avant 1946;non meublé;25.3;30.36;17.71;2021;PARIS;7510935
2;5;Gaillon;4;Apres 1990;non meublé;26.4;31.7;18.5;2019;PARIS;7510205
10;67;Batignolles;3;Avant 1946;non meublé;22.8;27.4;16.0;2019;PARIS;7511767
4;11;Archives;2;1946-1970;meublé;25.5;30.6;17.9;2019;PARIS;7510311
4;9;Arts-et-Metiers;2;1946-1970;meublé;25.5;30.6;17.9;2019;PARIS;7510309
5;52;Croulebarbe;1;Avant 1946;meublé;32.5;39.0;22.8;2019;PARIS;7511352
10;18;Jardin-des-Plantes;2;1971-1990;meublé;24.9;29.9;17.4;2019;PARIS;7510518
2;13;Saint-Merri;1;1946-1970;non meublé;31.8;38.2;22.3;2019;PARIS;7510413
2;13;Saint-Merri;1;Apres 1990;non meublé;31.1;37.3;21.8;2019;PARIS;7510413
6;65;Ternes;4;1946-1970;meublé;24.3;29.2;17.0;2019;PARIS;7511765
1;25;Saint-Thomas-d'Aquin;1;Apres 1990;meublé;39.3;47.2;27.5;2019;PARIS;7510725
11;68;Epinettes;2;1946-1970;non meublé;22.1;26.5;15.5;2019;PARIS;7511768
7;59;Grenelle;3;1971-1990;non meublé;21.7;26.0;15.2;2019;PARIS;7511559
5;38;Porte-Saint-Denis;1;Avant 1946;non meublé;28.8;34.6;20.2;2019;PARIS;7511038
3;32;Europe;4;1971-1990;meublé;27.6;33.1;19.3;2019;PARIS;7510832
13;80;Charonne;3;1946-1970;non meublé;16.4;19.7;11.5;2019;PARIS;7512080
14;47;Bercy;3;Apres 1990;meublé;25.7;30.8;18.0;2019;PARIS;7511247
11;77;Belleville;3;Apres 1990;non meublé;20.4;24.5;14.3;2019;PARIS;7512077
5;36;Rochechouart;1;Avant 1946;non meublé;28.8;34.6;20.2;2019;PARIS;7510936
10;49;Salpêtrière;3;1971-1990;non meublé;21.5;25.8;15.1;2019;PARIS;7511349
2;29;Champs-Elysées;3;1971-1990;non meublé;22.2;26.6;15.5;2019;PARIS;7510829
11;48;Quinze-Vingts;2;1946-1970;meublé;25.0;30.0;17.5;2019;PARIS;7511248
11;41;Folie-Méricourt;3;Apres 1990;non meublé;20.4;24.5;14.3;2019;PARIS;7511141
10;44;Sainte-Marguerite;2;1946-1970;meublé;23.6;28.3;16.5;2019;PARIS;7511144
9;70;Clignancourt;3;1971-1990;meublé;23.4;28.1;16.4;2019;PARIS;7511870
3;32;Europe;1;Avant 1946;meublé;31.1;37.3;21.8;2019;PARIS;7510832
11;39;Porte-Saint-Martin;3;Avant 1946;meublé;25.5;30.6;17.9;2019;PARIS;7511039
5;38;Porte-Saint-Denis;3;1946-1970;non meublé;20.2;24.2;14.1;2019;PARIS;7511038
2;4;Place-Vendôme;1;Avant 1946;non meublé;32.4;38.9;22.7;2019;PARIS;7510104
2;30;Faubourg-du-Roule;2;Avant 1946;non meublé;27.9;33.5;19.5;2019;PARIS;7510830
8;57;Saint-Lambert;2;Avant 1946;non meublé;22.6;27.1;15.8;2019;PARIS;7511557
4;14;Saint-Gervais;3;1946-1970;meublé;24.2;29.0;16.9;2019;PARIS;7510414
11;39;Porte-Saint-Martin;1;Apres 1990;meublé;26.4;31.7;18.5;2019;PARIS;7511039
12;51;Maison-Blanche;2;1946-1970;non meublé;21.2;25.4;14.8;2019;PARIS;7511351
4;8;Bonne-Nouvelle;3;1971-1990;meublé;25.8;31.0;18.1;2019;PARIS;7510208
4;8;Bonne-Nouvelle;1;1946-1970;meublé;33.0;39.6;23.1;2019;PARIS;7510208
4;9;Arts-et-Metiers;1;Apres 1990;meublé;32.2;38.6;22.5;2019;PARIS;7510309
7;60;Javel 15Art;1;1946-1970;meublé;27.8;33.4;19.5;2019;PARIS;7511560
7;60;Javel 15Art;3;Apres 1990;meublé;27.2;32.6;19.0;2019;PARIS;7511560
4;11;Archives;3;Apres 1990;non meublé;21.7;26.0;15.2;2019;PARIS;7510311
4;11;Archives;4;1971-1990;non meublé;22.9;27.5;16.0;2019;PARIS;7510311
2;13;Saint-Merri;2;Apres 1990;non meublé;26.5;31.8;18.6;2019;PARIS;7510413
4;19;Val-de-Grace;2;Avant 1946;meublé;30.8;37.0;21.6;2019;PARIS;7510519
6;65;Ternes;4;Apres 1990;non meublé;23.6;28.3;16.5;2019;PARIS;7511765
2;13;Saint-Merri;4;Apres 1990;meublé;29.8;35.8;20.9;2019;PARIS;7510413
3;62;Muette;3;1946-1970;meublé;28.0;33.6;19.6;2019;PARIS;7511662
4;7;Mail;2;Apres 1990;non meublé;25.4;30.5;17.8;2019;PARIS;7510207
11;68;Epinettes;1;1971-1990;non meublé;24.4;29.3;17.1;2019;PARIS;7511768
9;69;Grandes-Carrières;3;1946-1970;non meublé;18.0;21.6;12.6;2019;PARIS;7511869
3;64;Chaillot;1;Apres 1990;non meublé;28.3;34.0;19.8;2019;PARIS;7511664
5;37;Saint-Vincent-de-Paul;4;Apres 1990;non meublé;20.6;24.7;14.4;2019;PARIS;7511037
11;41;Folie-Méricourt;2;Avant 1946;meublé;26.9;32.3;18.8;2019;PARIS;7511141
10;49;Salpêtrière;4;Avant 1946;non meublé;21.0;25.2;14.7;2019;PARIS;7511349
14;76;Combat;4;1971-1990;meublé;19.2;23.0;13.4;2019;PARIS;7511976
2;1;St-Germain-l'Auxerrois;2;1946-1970;non meublé;26.7;32.04;18.69;2020;PARIS;7510101
5;2;Halles;1;Avant 1946;meublé;32.9;39.48;23.03;2020;PARIS;7510102
3;32;Europe;3;Apres 1990;meublé;26.4;31.7;18.5;2019;PARIS;7510832
10;18;Jardin-des-Plantes;3;Apres 1990;meublé;25.5;30.6;17.85;2021;PARIS;7510518
11;40;Hôpital-Saint-Louis;4;Apres 1990;non meublé;21.1;25.3;14.8;2019;PARIS;7511040
4;9;Arts-et-Metiers;3;1946-1970;meublé;24.2;29.0;16.9;2019;PARIS;7510309
6;65;Ternes;4;1971-1990;meublé;24.6;29.5;17.2;2019;PARIS;7511765
2;3;Palais-Royal;2;1946-1970;non meublé;26.7;32.04;18.69;2020;PARIS;7510103
2;3;Palais-Royal;3;Apres 1990;non meublé;24.5;29.4;17.15;2020;PARIS;7510103
2;3;Palais-Royal;2;1971-1990;meublé;28.6;34.32;20.02;2020;PARIS;7510103
2;3;Palais-Royal;4;Apres 1990;non meublé;26.2;31.44;18.34;2020;PARIS;7510103
2;3;Palais-Royal;4;Apres 1990;meublé;29.6;35.52;20.72;2020;PARIS;7510103
4;7;Mail;4;Avant 1946;meublé;28.4;34.08;19.88;2020;PARIS;7510207
4;7;Mail;4;Apres 1990;non meublé;24.9;29.88;17.43;2020;PARIS;7510207
4;8;Bonne-Nouvelle;4;1946-1970;non meublé;23.0;27.6;16.1;2020;PARIS;7510208
2;5;Gaillon;3;1946-1970;non meublé;21.7;26.04;15.19;2020;PARIS;7510205
4;10;Enfants-Rouges;2;Avant 1946;meublé;31.3;37.56;21.91;2020;PARIS;7510310
4;11;Archives;2;Apres 1990;meublé;28.7;34.44;20.09;2020;PARIS;7510311
4;19;Val-de-Grace;3;1971-1990;meublé;27.2;32.64;19.04;2020;PARIS;7510519
2;16;Notre-Dame;1;1971-1990;non meublé;27.9;33.48;19.53;2020;PARIS;7510416
4;12;Sainte-Avoie;4;1971-1990;non meublé;22.9;27.48;16.03;2020;PARIS;7510312
4;14;Saint-Gervais;2;1971-1990;non meublé;22.7;27.24;15.89;2020;PARIS;7510414
2;16;Notre-Dame;2;1946-1970;meublé;30.2;36.24;21.14;2020;PARIS;7510416
2;16;Notre-Dame;1;1971-1990;meublé;31.5;37.8;22.05;2020;PARIS;7510416
10;18;Jardin-des-Plantes;2;Avant 1946;non meublé;24.6;29.52;17.22;2020;PARIS;7510518
10;18;Jardin-des-Plantes;1;1971-1990;meublé;30.1;36.12;21.07;2020;PARIS;7510518
4;14;Saint-Gervais;3;Avant 1946;meublé;28.3;33.96;19.81;2020;PARIS;7510414
10;18;Jardin-des-Plantes;1;1971-1990;non meublé;26.6;31.92;18.62;2020;PARIS;7510518
2;15;Arsenal;3;Avant 1946;non meublé;27.2;32.64;19.04;2020;PARIS;7510415
4;19;Val-de-Grace;3;Apres 1990;meublé;26.0;31.2;18.2;2020;PARIS;7510519
1;27;Ecole-Militaire;2;1971-1990;non meublé;26.7;32.04;18.69;2020;PARIS;7510727
1;23;Notre-Dame-des-Champs;2;1946-1970;non meublé;26.6;31.92;18.62;2020;PARIS;7510623
2;22;Odeon;1;Avant 1946;non meublé;32.7;39.24;22.89;2020;PARIS;7510622
2;24;Saint-Germain-des-Prés;1;Apres 1990;meublé;36.3;43.56;25.41;2020;PARIS;7510624
4;20;Sorbonne;4;Avant 1946;meublé;28.4;34.08;19.88;2020;PARIS;7510520
2;22;Odeon;3;Apres 1990;meublé;27.7;33.24;19.39;2020;PARIS;7510622
1;26;Invalides;1;1946-1970;non meublé;31.2;37.44;21.84;2020;PARIS;7510726
1;26;Invalides;1;Apres 1990;non meublé;35.0;42.0;24.5;2020;PARIS;7510726
2;24;Saint-Germain-des-Prés;4;Avant 1946;meublé;28.9;34.68;20.23;2020;PARIS;7510624
10;42;Saint-Ambroise;2;1946-1970;meublé;24.2;29.04;16.94;2020;PARIS;7511142
2;29;Champs-Elysées;1;1946-1970;non meublé;31.9;38.28;22.33;2020;PARIS;7510829
2;29;Champs-Elysées;2;1946-1970;non meublé;26.7;32.04;18.69;2020;PARIS;7510829
2;29;Champs-Elysées;2;1946-1970;meublé;30.2;36.24;21.14;2020;PARIS;7510829
9;46;Picpus;1;1946-1970;meublé;28.0;33.6;19.6;2020;PARIS;7511246
9;46;Picpus;1;1971-1990;meublé;27.3;32.76;19.11;2020;PARIS;7511246
10;42;Saint-Ambroise;3;1971-1990;meublé;24.6;29.52;17.22;2020;PARIS;7511142
2;31;Madeleine;2;Apres 1990;meublé;30.2;36.24;21.14;2020;PARIS;7510831
2;22;Odeon;1;1946-1970;non meublé;31.9;38.28;22.33;2020;PARIS;7510622
2;34;Chaussée-d'Antin;3;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7510934
11;48;Quinze-Vingts;3;1971-1990;meublé;22.3;26.76;15.61;2020;PARIS;7511248
5;38;Porte-Saint-Denis;1;Avant 1946;non meublé;29.1;34.92;20.37;2020;PARIS;7511038
11;40;Hôpital-Saint-Louis;1;Avant 1946;meublé;31.8;38.16;22.26;2020;PARIS;7511040
11;48;Quinze-Vingts;2;1946-1970;non meublé;22.1;26.52;15.47;2020;PARIS;7511248
1;28;Gros-Caillou;1;Apres 1990;meublé;39.6;47.52;27.72;2020;PARIS;7510728
10;42;Saint-Ambroise;4;Apres 1990;meublé;26.6;31.92;18.62;2020;PARIS;7511142
11;41;Folie-Méricourt;4;Avant 1946;meublé;24.2;29.04;16.94;2020;PARIS;7511141
14;45;Bel-Air;3;1946-1970;meublé;21.4;25.68;14.98;2020;PARIS;7511245
14;45;Bel-Air;3;Apres 1990;non meublé;22.3;26.76;15.61;2020;PARIS;7511245
2;30;Faubourg-du-Roule;3;Avant 1946;meublé;30.7;36.84;21.49;2020;PARIS;7510830
3;32;Europe;3;1946-1970;non meublé;25.3;30.36;17.71;2020;PARIS;7510832
14;45;Bel-Air;1;1971-1990;meublé;26.1;31.32;18.27;2020;PARIS;7511245
14;45;Bel-Air;2;Apres 1990;non meublé;23.3;27.96;16.31;2020;PARIS;7511245
10;44;Sainte-Marguerite;4;1971-1990;meublé;24.9;29.88;17.43;2020;PARIS;7511144
3;32;Europe;2;Apres 1990;non meublé;26.7;32.04;18.69;2020;PARIS;7510832
9;46;Picpus;4;Avant 1946;meublé;23.6;28.32;16.52;2020;PARIS;7511246
5;33;Saint-Georges;3;1971-1990;non meublé;21.2;25.44;14.84;2020;PARIS;7510933
11;43;Roquette;4;1971-1990;non meublé;20.7;24.84;14.49;2020;PARIS;7511143
10;42;Saint-Ambroise;2;Apres 1990;non meublé;24.8;29.76;17.36;2020;PARIS;7511142
11;41;Folie-Méricourt;3;1971-1990;non meublé;19.7;23.64;13.79;2020;PARIS;7511141
10;44;Sainte-Marguerite;3;1946-1970;meublé;23.4;28.08;16.38;2020;PARIS;7511144
10;44;Sainte-Marguerite;2;Avant 1946;meublé;27.8;33.36;19.46;2020;PARIS;7511144
1;28;Gros-Caillou;4;1946-1970;non meublé;23.9;28.68;16.73;2020;PARIS;7510728
3;32;Europe;4;1971-1990;non meublé;24.9;29.88;17.43;2020;PARIS;7510832
14;47;Bercy;2;Avant 1946;meublé;25.7;30.84;17.99;2020;PARIS;7511247
5;53;Montparnasse;3;Apres 1990;non meublé;23.6;28.32;16.52;2020;PARIS;7511453
3;64;Chaillot;3;Apres 1990;non meublé;24.1;28.92;16.87;2020;PARIS;7511664
3;64;Chaillot;4;Apres 1990;meublé;28.6;34.32;20.02;2020;PARIS;7511664
12;51;Maison-Blanche;1;Avant 1946;meublé;33.8;40.56;23.66;2020;PARIS;7511351
7;59;Grenelle;2;1946-1970;non meublé;23.0;27.6;16.1;2020;PARIS;7511559
6;58;Necker;2;1971-1990;non meublé;24.9;29.88;17.43;2020;PARIS;7511558
5;53;Montparnasse;4;1946-1970;meublé;24.3;29.16;17.01;2020;PARIS;7511453
5;53;Montparnasse;3;1971-1990;meublé;24.0;28.8;16.8;2020;PARIS;7511453
12;56;Plaisance;4;Apres 1990;meublé;26.4;31.68;18.48;2020;PARIS;7511456
11;54;Parc-de-Montsouris;4;1946-1970;non meublé;21.6;25.92;15.12;2020;PARIS;7511454
5;53;Montparnasse;1;1971-1990;meublé;30.3;36.36;21.21;2020;PARIS;7511453
13;50;Gare;4;1971-1990;meublé;17.0;20.4;11.9;2020;PARIS;7511350
6;66;Plaine de Monceaux;2;1971-1990;non meublé;24.9;29.88;17.43;2020;PARIS;7511766
7;60;Javel 15Art;3;Apres 1990;meublé;27.8;33.36;19.46;2020;PARIS;7511560
14;47;Bercy;3;Apres 1990;non meublé;22.3;26.76;15.61;2020;PARIS;7511247
